id,organizationStatus,name,alternateName,description,email,website,taxStatus
11406,active,Travis County Office of Parental Representation,,Provides legal representation for eligible parents who have had their children removed or are at risk of having their children removed by the Texas Department of Family and Protective Services.,,https://www.traviscountytx.gov/criminal-justice/parental-representation,"[""Government - County""]"
11407,active,Travis County Phone Search,Travis County Phone Search,,,https://texas.phonenumbers.org/travis/,"[""None or unknown""]"
11408,active,Travis County Phone Search,,,,,"[""None or unknown""]"
11409,active,Travis County Public Defender Office,,Provides legal representation to adults accused of criminal offenses who cannot afford legal counsel.,publicdefender@traviscountytx.gov,https://www.traviscountytx.gov/public-defender,"[""Government - County""]"
11410,active,Travis County Sheriff's Office,Travis County Sheriff's Department; TCSO,Provides law enforcement and related services for Travis County.,,https://www.tcsheriff.org,"[""Government - County""]"
11411,active,Travis County Tax Assessor and Collector,,"Serves as Travis County's tax collecting entity. Collects taxes on property.Registers voters in Travis County. Distributes disabled parking space permits. Provides vehicle license, title transfer, and registration.",,,"[""Government - County""]"
11412,active,Travis County Underage Drinking Prevention Program,Travis County Underage Drinking Task Force; UDPP,"Provides a task force comprised of social service, law enforcement, community organizations, and individuals to help educate and prevent underage drinking.",,https://www.co.travis.tx.us/county_attorney/Underage_Drinking_Pgm/default.asp,"[""Government - County""]"
11413,active,Travis County Veterans Service Office,TCVSO,"Assists veterans, and their dependents and survivors, in accessing veteran benefits provided by federal, state, and local programs.",,https://www.traviscountytx.gov/veterans-services,"[""Government - County""]"
11414,active,"Treasure of the Hills Senior Activity Center, Inc.",Treasure of the Hills Senior Center; TOTH Seniors,Provides a senior activity center for recreation and social gatherings.,toth.director.tx@gmail.com,https://www.toth-seniors.com,"[""Nonprofit - Incorporated""]"
11415,active,Treasury Inspector General for Tax Administration (TIGTA),,"Audits, investigates, and inspects the Internal Revenue Services (IRS) and federal tax system to ensure that the IRS is accountable for the tax revenue it collects each year.",,https://www.treasury.gov/tigta/,"[""Government""]"
11418,active,Trellis Company,"Texas Guaranteed Student Loan Corporation, TG, TGSLC","Previously called Texas Guaranteed Student Loan Corporation. All borrowers' accounts from TGSLC are still active with Trellis. Administers Federal Family Education Loan Program (FFELP) loans made before July 1, 2010, on behalf of the U.S. Department of Education. Offers resources to help students and families plan and prepare for college, learn the basics of money management, and repay their federal student loans.",customercare@trelliscompany.org,https://www.trelliscompany.org/,"[""Nonprofit - Incorporated""]"
11434,active,Trinity Center at St. David's Episcopal Church,Trinity Center at Saint David's Episcopal Church; St David Episcopal Church,"Provides services that address the spiritual, mental, and physical well-being of people experiencing homelessness or poverty.",,http://trinitycenteraustin.org,"[""Nonprofit - Incorporated""]"
11435,active,Trinity Child Development Center (CDC),,"Provides quality, affordable early care to children in the 78723 area.",,https://trinitycdc.org/,"[""Nonprofit - Incorporated""]"
11449,active,Tropical Storm Barry - 2019,,Resources in this Agency will assist individuals who are affected by Tropical Storm Barry - 2019.,,,"[""None or unknown""]"
11450,active,Tropical Storm Beta,,"Activities related to Tropical Storm Beta, formed September 18, 2020.",,,"[""None or unknown""]"
11451,active,Tropical Storm Bill,Hurricane Bill,"Services of this Agency provide assistance to individuals affected by Tropical Storm Bill, which is expected to impact southeastern and central regions of Texas starting Tuesday, June 16th, 2015.",,,
11470,active,Trotter House,APRC; Austin PRC; Austin Pregnancy Resource Center (former name),Provides resources and referrals for pregnant women.,,https://www.trotterhouse.org,"[""Nonprofit - Incorporated""]"
11472,active,TruCare Network,TruCare Pregnancy Center; TruCare Testing Clinic,"Provides resources and referrals for pregnant women or women who have a child, ages birth - 2 years, and offers STD testing and treatment for men and women.",,https://www.trucarepregnancy.org/,"[""Nonprofit - Incorporated""]"
11473,active,TruChoice Pregnancy Resource Center,Central Texas Life Care,"Provides pregnancy testing and options counseling, limited obstetrical ultrasounds, limited Sexually Transmitted Infection (STI) testing, and material assistance.Offers childbirth and parenting classes.Offers post-abortion counseling.",,http://truchoiceprc.org,"[""Nonprofit - Incorporated""]"
11512,active,U.S. Citizenship and Immigration Services (USCIS),,"Oversees lawful immigration to the United States. Provides information to the public, grants immigration and citizenship benefits, promotes awareness and understanding of citizenship, and ensures the integrity of the United States immigration system.",,https://www.uscis.gov/,"[""Government - Federal""]"
11519,active,U.S. Department of Agriculture (USDA),United States Department of Agriculture; USDA Rural Development,"Develops and executes federal government policy on farming, agriculture, forestry, and food.",,https://www.usda.gov,"[""Government - Federal""]"
11520,active,U.S. Department of Defense (DOD),Defense Department; DoD; DOD,Agency in charge of United States military.,,https://defense.gov/,"[""Government""]"
11521,active,U.S. Department of Education,United States Department of Education; US DOE; US Dept of Ed; US Department of Education,Establishes policies on federal financial aid for education and distributes and monitors those funds.Collects data on America's schools and disseminates research. Prohibits discrimination and ensures equal access to education.,,http://www.ed.gov/,"[""Government - Federal""]"
11522,active,U.S. Department of Health and Human Services (HHS),,"The Department of Health and Human Services is the United States government's principal agency for protecting the health of all Americans and providing essential, effective health and human services as well as fostering advances in medicine, public health, and social services.",,https://www.hhs.gov,"[""Government""]"
11523,active,U.S. Department of Housing and Urban Development (HUD),,"Oversees national policy and programs that address America's housing needs, improve and develop the nation's communities and enforce fair housing laws. Helps to create a decent home and suitable living environment for all Americans.",,https://www.hud.gov,"[""Government - Federal""]"
11524,active,U.S. Department of State,State Department; State Dept; US Department of State,Provide foreign affairs governance equivalent to foreign ministries in other countries. It is administered by the United States Secretary of State.,,https://www.state.gov/,"[""Government - Federal""]"
